scenario_id,scenario_title_zh,seed,tte_h,tte_mean_h,delta_tte_pct,status,min_headroom_margin
S0_standby,待机/轻后台,7010066,25.46165533643665,25.440367204349656,0.08367855666546453,cutoff,0.9747429053571034
S0_standby,待机/轻后台,7010067,25.48557429577912,25.440367204349656,0.17769826617021148,cutoff,0.9759229085369812
S0_standby,待机/轻后台,7010068,25.50411005508326,25.440367204349656,0.2505579035930958,cutoff,0.9724216109549483
S0_standby,待机/轻后台,7010069,25.416666666666668,25.440367204349656,-0.09316114619185038,cutoff,0.9718244236484218
S0_standby,待机/轻后台,7010070,25.43611111111111,25.440367204349656,-0.016729684773645503,cutoff,0.9720982905451684
S0_standby,待机/轻后台,7010071,25.404061696690494,25.440367204349656,-0.14270826897873584,cutoff,0.9732101363018949
S0_standby,待机/轻后台,7010072,25.37958344029355,25.440367204349656,-0.23892644146155226,cutoff,0.970231879436049
S0_standby,待机/轻后台,7010073,25.46848879369167,25.440367204349656,0.11053924307038242,cutoff,0.966871960758857
S0_standby,待机/轻后台,7010074,25.434339798447528,25.440367204349656,-0.023692291285390472,cutoff,0.9739634207208806
S0_standby,待机/轻后台,7010075,25.430499652022824,25.440367204349656,-0.03878698859796383,cutoff,0.973836392089997
S0_standby,待机/轻后台,7010076,25.46244508182272,25.440367204349656,0.08678285692861916,cutoff,0.9725149336447081
S0_standby,待机/轻后台,7010077,25.38173247547123,25.440367204349656,-0.23047909807056113,cutoff,0.9729473473710053
S0_standby,待机/轻后台,7010078,25.43110144064606,25.440367204349656,-0.036421501423970576,cutoff,0.9747210438281161
S0_standby,待机/轻后台,7010079,25.414221151192077,25.440367204349656,-0.10277388273353324,cutoff,0.9733607252497806
S0_standby,待机/轻后台,7010080,25.419154202010326,25.440367204349656,-0.08338323959295331,cutoff,0.971495541775645
S0_standby,待机/轻后台,7010081,25.4504806389973,25.440367204349656,0.03975349320395684,cutoff,0.976065182549144
S0_standby,待机/轻后台,7010082,25.461111111111112,25.440367204349656,0.08153933704978072,cutoff,0.9699030681984127
S0_standby,待机/轻后台,7010083,25.46388888888889,25.440367204349656,0.09245811725237743,cutoff,0.9727225897542794
S0_standby,待机/轻后台,7010084,25.403864041700217,25.440367204349656,-0.14348520348085786,cutoff,0.971997772208516
S0_standby,待机/轻后台,7010085,25.425758057032677,25.440367204349656,-0.05742506466054654,cutoff,0.9715445763732041
S0_standby,待机/轻后台,7010086,25.412214739223483,25.440367204349656,-0.11066060839467477,cutoff,0.9722885544040561
S0_standby,待机/轻后台,7010087,25.501352878686728,25.440367204349656,0.2397201024938234,cutoff,0.9756901458617611
S0_standby,待机/轻后台,7010088,25.404315715758578,25.440367204349656,-0.1417097807649315,cutoff,0.9681541340527178
S0_standby,待机/轻后台,7010089,25.45517079196333,25.440367204349656,0.058189362970919714,cutoff,0.9728639677276608
S0_standby,待机/轻后台,7010090,25.3907142804204,25.440367204349656,-0.19517377060801827,cutoff,0.9738898355749194
S0_standby,待机/轻后台,7010091,25.44330784291127,25.440367204349656,0.011558946999444594,cutoff,0.9720574675872096
S0_standby,待机/轻后台,7010092,25.471880321653966,25.440367204349656,0.12387052848404904,cutoff,0.9713307865782667
S0_standby,待机/轻后台,7010093,25.489390820327433,25.440367204349656,0.19270011153532202,cutoff,0.9714879733920626
S0_standby,待机/轻后台,7010094,25.440137668629713,25.440367204349656,-0.0009022500268902373,cutoff,0.9742489272023429
S0_standby,待机/轻后台,7010095,25.46372658714344,25.440367204349656,0.09182014790176214,cutoff,0.974405307275831
S0_standby,待机/轻后台,7010096,25.448638263886394,25.440367204349656,0.0325115572047429,cutoff,0.9715443469239458
S0_standby,待机/轻后台,7010097,25.46043250006325,25.440367204349656,0.0788718792948959,cutoff,0.9734011192249811
S0_standby,待机/轻后台,7010098,25.461015009387292,25.440367204349656,0.08116158415396853,cutoff,0.9714628821745208
S0_standby,待机/轻后台,7010099,25.360979832669017,25.440367204349656,-0.31205277440753915,cutoff,0.971313015532567
S1_video,视频播放/视频流,7010000,5.03642852521857,5.035854475648015,0.011399248594871274,cutoff,0.9267271585592353
S1_video,视频播放/视频流,7010001,5.035290050825082,5.035854475648015,-0.011208124175598473,cutoff,0.9268202259249643
S1_video,视频播放/视频流,7010002,5.035560779756216,5.035854475648015,-0.005832096483699796,cutoff,0.9268334089228921
S1_video,视频播放/视频流,7010003,5.036050596860034,5.035854475648015,0.003894497209308547,cutoff,0.926862929541894
S1_video,视频播放/视频流,7010004,5.035777755599414,5.035854475648015,-0.0015234762833626337,cutoff,0.9268454820016042
S1_video,视频播放/视频流,7010005,5.036211781299848,5.035854475648015,0.007095233858736898,cutoff,0.9267152099398124
S1_video,视频播放/视频流,7010006,5.035940534252372,5.035854475648015,0.0017089176181232558,cutoff,0.9268541197932229
S1_video,视频播放/视频流,7010007,5.035345432848164,5.035854475648015,-0.0101083699362731,cutoff,0.9268247538517779
S1_video,视频播放/视频流,7010008,5.036045588735729,5.035854475648015,0.0037950478640422555,cutoff,0.9266908050100696
S1_video,视频播放/视频流,7010009,5.035778442302498,5.035854475648015,-0.0015098400059853038,cutoff,0.9268474235168955
S1_video,视频播放/视频流,7010010,5.036700279708701,5.035854475648015,0.016795641430397433,cutoff,0.9267436177551255
S1_video,视频播放/视频流,7010011,5.036320151333494,5.035854475648015,0.009247202986725702,cutoff,0.9267209499538097
