phone_test_id,brightness_pct,brightness_nits,apl,obs_screen_w,obs_total_w
41,28.0,140.0,0.473202614379085,0.2166407077300712,1.6978973806044024
410,20.0,100.0,0.4470588235294118,0.2084483660834256,1.668016576818014
411,33.0,165.0,0.7712418300653594,0.40397008058455897,1.8450500538058894
412,80.0,400.0,0.4065359477124183,0.3529432953687964,1.8172243145238196
413,22.0,110.0,0.5150326797385621,0.20903704905322915,1.671348813896341
414,4.0,20.0,0.6274509803921569,0.17451976130974436,0.9721460293812522
415,84.0,420.0,0.6261437908496732,0.5060607565347593,1.384308774167558
416,70.0,350.0,0.4849673202614379,0.5607433412308077,1.5663610265189
417,71.0,355.0,0.7816993464052288,0.7304604970525973,4.828644530777982
418,23.0,115.0,0.08366013071895424,0.14497690387726977,1.5485436761553186
419,7.0,35.0,0.6888888888888889,0.1871464976010281,2.9004538020491215
42,73.0,365.0,0.3699346405228758,0.3221202091339124,2.8424509569794445
420,49.0,245.0,0.6379084967320261,0.36674339322705696,2.1912277149504207
421,46.0,230.0,0.46143790849673205,0.2447092876606382,1.7084993283465488
422,16.0,80.0,0.47843137254901963,0.24597520955319416,1.6091118661094734
423,48.0,240.0,0.6,0.39727618181139646,2.7510986925525986
424,98.0,490.0,0.49019607843137253,0.5374297044923896,2.3213022534949026
425,59.0,295.0,0.5647058823529412,0.32595275932883055,2.8471738139770415
426,55.0,275.0,0.3947712418300654,0.39035764813358065,2.361270500512059
427,72.0,360.0,0.6366013071895426,0.584218575569424,3.1696473684978232
428,95.0,475.0,0.4339869281045752,0.509151326469609,3.0187413014242908
429,53.0,265.0,0.4640522875816993,0.28059528697077063,2.2743278480925957
43,71.0,355.0,0.5895424836601307,0.5648879555491724,2.912511871896879
430,9.0,45.0,0.12549019607843137,0.1420119616649009,1.605848641315155
431,94.0,470.0,0.3686274509803922,0.2890265357535003,1.7974105463143182
432,28.0,140.0,0.7620915032679739,0.3972231375015405,2.9277183830834477
433,47.0,235.0,0.4392156862745098,0.26567365347244604,2.8654588483000323
434,48.0,240.0,0.3607843137254902,0.21561522992612717,2.1698234261129703
435,48.0,240.0,0.3241830065359477,0.3512492521750137,2.105343080891102
436,52.0,260.0,0.477124183006536,0.36710069123160566,2.092025705232367
